image,caption
3090398639_68c0dfa9a5,mountain biker riding on marked out competition trail in woods
3090398639_68c0dfa9a5,person wearing red rides bicycle over dirt path
3090398639_68c0dfa9a5,woman rides bike on dirt path
3090398639_68c0dfa9a5,bicyclist riding on dirt race course
3090398639_68c0dfa9a5,mountain bike riders on dirt trail
3103587323_7f093d5b90,child holding onto tail of fake alligator
3103587323_7f093d5b90,little boy sits on tail of fake alligator
3103587323_7f093d5b90,little child holding tail that belongs to very large crocodile
3103587323_7f093d5b90,small child pulls on tail of large alligator
3103587323_7f093d5b90,young girl pulling tail of alligator staue
3321516504_5ee97771cb,man holds sleeping baby with yellow blanket
3321516504_5ee97771cb,man in black shirt and hat holding sleeping baby with yellow afghan
3321516504_5ee97771cb,man in hat sits on sofa with infant
3321516504_5ee97771cb,man with glasses and hat and baby
3321516504_5ee97771cb,man sits on sofa holding sleeping baby wrapped in blanket
2045928594_92510c1c2a,girl in red shirt standing around with yellow bag and black purse at side
2045928594_92510c1c2a,woman stands near fountain
2045928594_92510c1c2a,lady waits with purse and bag
2045928594_92510c1c2a,woman stands in front of rock pond and wears red shirt
2045928594_92510c1c2a,woman standing on street with shopping bag and purse
3612485611_12dd7742f7,two men dressed in street clothes horse around in front of building
3612485611_12dd7742f7,two men jump around together outside of building
3612485611_12dd7742f7,two men jumping outside on grass
3612485611_12dd7742f7,two young men goofing around on grass in front of union building
3612485611_12dd7742f7,two young men in sportswear running and jumping on grass by brick building
3354063643_1d8814eb13,brown and white dog bares teeth in snow
3354063643_1d8814eb13,brown and white dog growling in snow
3354063643_1d8814eb13,mean looking dog in snow and showing teeth
3354063643_1d8814eb13,tan white dog bears teeth in snow
3354063643_1d8814eb13,dog in snow and has stick in mouth
3421177332_a05741cfa4,man in black applauding runner wearing red jersey and number 281
3421177332_a05741cfa4,runner during race
3421177332_a05741cfa4,runner number 281 being clapped on by passerby
3421177332_a05741cfa4,man running race being cheered on by spectators
3421177332_a05741cfa4,runner wearing red tank top and being watched by man in black
2416964653_db3c2b6a0e,two little girls with no facial expressions stand close to each other in city
2416964653_db3c2b6a0e,two young asian girls look off into distance while standing in urban area
2416964653_db3c2b6a0e,two young asian girls stand in street and look concerned
2416964653_db3c2b6a0e,two young girls look at something
2416964653_db3c2b6a0e,two young girls looking very concerned
3051754615_3d6494c2ae,bunch of people rowing canoe with boat full of people in background
3051754615_3d6494c2ae,group of men in canoe paddle down river
3051754615_3d6494c2ae,team of rowers rowing in green and red boat
3051754615_3d6494c2ae,men wearing brown shirts with orange vests rowing orange and green boats
3051754615_3d6494c2ae,rowers racing furiously
3627216820_4952bacbcb,dog jumps over another dog as both animals trying to catch same ball
3627216820_4952bacbcb,two black and white dogs playing with ball
3627216820_4952bacbcb,two dogs playing one dog jumping in air above second dog
3627216820_4952bacbcb,two terriers jumping after tennis ball in park
3627216820_4952bacbcb,two white and black dogs play and jump in fenced area
3268908792_c24529fe88,biker performs before crowd
3268908792_c24529fe88,lone motorcyclist jumping through air in front of large crowd
3268908792_c24529fe88,motorcycle rider in midair in front of crowd
3268908792_c24529fe88,person rides bike high in air as crowd watches
3268908792_c24529fe88,motocross rider jumping dirt bike
95734036_bef6d1a871,biker bikes in mountains
95734036_bef6d1a871,male bicyclist on mountain road
95734036_bef6d1a871,man biking in front of mountains
95734036_bef6d1a871,man biking down really rough terrain
95734036_bef6d1a871,man on bicycle trek high in mountains
3330654550_3efe9a71af,line of bikers on busy street
3330654550_3efe9a71af,busy street full of cars and bike riders
3330654550_3efe9a71af,five people on bikes in traffic with man watching from side of road
3330654550_3efe9a71af,group of cyclists spotted on asian highway
3330654550_3efe9a71af,men in bicycle race ride through streets of china
2423856014_8df0e7f656,child standing in grass with arms spread wide
2423856014_8df0e7f656,small child in yellow shirt holding arms out to sides
2423856014_8df0e7f656,young boy with long curly hair walks outside with arms spread
2423856014_8df0e7f656,young child wearing green shirt with arms wide open
2423856014_8df0e7f656,youngster playing in park
2604825598_593a825b5b,brown and white dog leaping over log in field while another dog follows behind it
2604825598_593a825b5b,harnessed dog leaps over log as another dog follows behind
2604825598_593a825b5b,two brown and white dogs one jumping over log while one behind runs through grass
2604825598_593a825b5b,two dogs running through field filled with logs
2604825598_593a825b5b,two dogs in harnesses running in tall grass
3069037969_bb7319e0dc,black and white dog jumps in pool filled with tennis balls
3069037969_bb7319e0dc,black and white dog swimming in pool
3069037969_bb7319e0dc,black and white dog swims and plays with tennis balls in pool
3069037969_bb7319e0dc,black and white dog swims for tennis balls
3069037969_bb7319e0dc,there black and white dog in sparking blue pool
2687229880_97cfd8148e,woman in blackshirt walking holding silver cellphone
2687229880_97cfd8148e,woman in black shirt walking down street
2687229880_97cfd8148e,woman wearing black shirt walks among crowd in city
2687229880_97cfd8148e,brunette woman in black walking through blurred crowd
2687229880_97cfd8148e,lady walking and squinting from sun in large group of people
437917001_ae1106f34e,dark colored man laying on newspapers by metal railing with shoes off
437917001_ae1106f34e,homeless man lying on ground with stuff strewn around
437917001_ae1106f34e,homeless man sleeping outside at top of staircase
437917001_ae1106f34e,man sleeping on top of clothes on concrete stairs
437917001_ae1106f34e,man sleeping on street
3439331800_e71e1d808f,group of dancers onstage
3439331800_e71e1d808f,four men do dance onstage together
3439331800_e71e1d808f,four men do synchronized dance on outdoor stage
3439331800_e71e1d808f,four young man performing on stage
3439331800_e71e1d808f,four young men dance onstage
367673290_f8799f3a85,lady walking in red boots while wearing headphones
367673290_f8799f3a85,woman dressed in winter wear walks outdoors
367673290_f8799f3a85,woman in black and white coat and earmuffs
367673290_f8799f3a85,blond woman wearing red boots with bland and white jacket walking down street
367673290_f8799f3a85,woman wearing black and white jacket and red boots also wearing headphones
3188036349_8e4e2d6ca8,child in blue shirt exits being deposited from slide onto sand in front of palm trees
3188036349_8e4e2d6ca8,kid coming out of tube slide and about to hit sand
3188036349_8e4e2d6ca8,small child coming out of covered slide
3188036349_8e4e2d6ca8,young blonde child shoots from slide at high speed
3188036349_8e4e2d6ca8,young boy about to land in sand from trip down beige slide
1309330801_aeeb23f1ee,one girl doing handstand on outdoor trampoline while another girl stands on trampoline with one hand in air
1309330801_aeeb23f1ee,one girl doing handstand on trampoline while another girl watches
1309330801_aeeb23f1ee,children playing on trampoline
1309330801_aeeb23f1ee,two girls performing tricks on trampoline
1309330801_aeeb23f1ee,two girls jumping on trampoline in backyard
2672445419_251ce9419a,boy smiles at camera
2672445419_251ce9419a,little boy smiling and playing in playground
2672445419_251ce9419a,little boy playing on monkey bars
2672445419_251ce9419a,young boy smiles as he hangs from monkey bars
2672445419_251ce9419a,young boy smiles as he hangs onto bars at playground
950273886_88c324e663,man grasps onto rock face
950273886_88c324e663,man in red shirt attempts to climb rock
950273886_88c324e663,man wearing red climbs large rock
950273886_88c324e663,man in red shirt climbing rock cliff
950273886_88c324e663,rock climber without rope
3103340819_46de7954a9,couple sitting on concrete outside set of big brown wooden doors
3103340819_46de7954a9,two people wearing hoodies huddle on doorstep in rain
3103340819_46de7954a9,two teenagers huddle in doorway in rain
3103340819_46de7954a9,two young adults holding each other in front of door
3103340819_46de7954a9,young hooded boy and girl huddle on steps outside large doors
2687529141_edee32649e,acrobatic entertainers with no shirts perform for spectators
2687529141_edee32649e,midget jumps over another midget
2687529141_edee32649e,two men in bowler hats and union jack underwear perform acrobatics
2687529141_edee32649e,two men scantily clad performing acrobatic moves in front of crowd
2687529141_edee32649e,two men wearing red and blue trunks and bowler hats performing in crowded street
2101808682_0d66ef4a08,boy being swarmed by pigeons marble building in background
2101808682_0d66ef4a08,boy surrounded by pigeons
2101808682_0d66ef4a08,pigeons attack blonde boy
2101808682_0d66ef4a08,pigeons swarm all over boy
2101808682_0d66ef4a08,there birds on boy
2596514158_c516e57974,boy in yellow life vest jumping into pool
2596514158_c516e57974,little boy in life jacket jumping into pool
2596514158_c516e57974,little boy jumps into swimming pool
2596514158_c516e57974,goggled boy jumping into pool
2596514158_c516e57974,little boy in yellow life jacket and goggles jumps into pool
3033668641_5905f73990,man in white helmet clings to sheer rock face
3033668641_5905f73990,man wearing white helmet rock climbing
3033668641_5905f73990,man with all equipment rock climbing
3033668641_5905f73990,rock climber wearing white helmet
3033668641_5905f73990,bearded man rock climbing
3634828052_3b6aeda7d6,curly haired woman in plaid outfit taking picture
